Priority,Type,Topic,SubTopic,Index,Question,Answer,Number,Personal
5,Discrete Facts,Nations of the World,Japan,775,squid sushi,Ika,Singular,No
3,Discrete Facts,Nations of the World,Japan,776,the thing rice is treated with for sushi,rice vinegar,Singular,No
3,Discrete Facts,Nations of the World,Japan,777,shari a kind of,rice,Singular,No
3,Discrete Facts,Nations of the World,Japan,778,the type of (black and white) seed often used to crust sushi,sesame,Singular,No
3,Discrete Facts,Cuisine,Salads,779,"the dish from the Latin for ""salt""",Salad,Singular,No
3,Pavlovs,Cuisine,Salads,780,the salad named for Signor Cardini in Tijuana Mexico,Caesar Salad,Singular,No
3,Discrete Facts,Cuisine,Salads,781,the salad created in NYC by Oscar Tschirky,Waldorf,Singular,No
3,Pavlovs,Cuisine,Salads,782,the salad created at Park & 50th in NYC,Waldorf,Singular,No
3,Vocab Refreshers,Cuisine,Salads,783,the salad with apples as a marquee ingredient and walnuts were included later,Waldorf,Singular,No
3,Discrete Facts,Cuisine,Salads,784,the salad with mayo celery maybe mini-marshmallow and apples,Waldorf,Singular,No
3,Discrete Facts,Cuisine,Salads,785,the salad with Romaine lettuce; anchovies; croutons; maybe coddled eggs,Caesar Salad,Singular,No
3,Discrete Facts,Cuisine,Salads,786,the type of lettuce for a Caesar salad,Romaine,Singular,No
3,Discrete Facts,Cuisine,Salads,787,the island that Romaine lettuce is reputedly from,Cos,Singular,No
3,Vocab Refreshers,Cuisine,Salads,788,the Hollywood restaurant where cobb salad was created,Brown Derby,Singular,No
3,Discrete Facts,Cuisine,Salads,789,the salad invented at a Hollywood restaurant reputedly by a hungry cheff,Cobb salad,Singular,No
3,Vocab Refreshers,Cuisine,Salads,790,the salad with lettuce poultry eggs watercress bacon et al,Cobb salad,Singular,No
3,Discrete Facts,Cuisine,Salads,791,the small body of water where Capri is,the Bay of Naples,Singular,No
3,Summary Lists,Cuisine,Salads,792,the 3 ingredients in a Caprese,Basil; Mozzarella; Tomatoes,Plural,No
3,Discrete Facts,Cuisine,Salads,793,the Florentine town where Michelangelo was born AND a demonym for elsewhere in Italy,Caprese,Singular,No
3,Discrete Facts,Cuisine,Salads,794,"the etymology of ""Feta"" cheese","Italian for ""slice""",Singular,No
3,Pavlovs,Cuisine,Salads,795,"the ""ethnic"" salad with lettuce, cucumbers, olives, tomatoes, cheese…",Greek salad,Singular,No
3,Vocab Refreshers,Cuisine,Salads,796,the type of cheese/meat preparation in a chef's salad,Julienne,Singular,No
3,Pavlovs,Cuisine,Salads,797,the salad named for a kitchen professional,Chef's Salad,Singular,No
3,Discrete Facts,Cuisine,Salads,798,the salad named for a southern French city,Nicoise,Singular,No
3,Discrete Facts,Cuisine,Salads,799,the type of black olive named for a coastal French city,Nicoise,Singular,No
3,Vocab Refreshers,Cuisine,Salads,800,the salad with albacore tuna; anchovies; black olives; herbs; and many other things,Nicoise,Singular,No
3,Vocab Refreshers,Cuisine,Salads,801,the salad named for quarters of iceberg lettuce,Wedge salad,Singular,No
3,Vocab Refreshers,Cuisine,Salads,802,"the ""salad"" named for Greek ""immortal""",Ambrosia,Singular,No
3,Discrete Facts,Cuisine,Salads,803,"the ""salad"" with chilled pineapple & orange and flakes of coconut",Ambrosia,Singular,No
3,Discrete Facts,Cuisine,Salads,804,the genus of the hay fever plant ragweed,Ambrosia,Singular,No
3,Vocab Refreshers,Cuisine,Salads,805,the typical Thai salad,Larb,Singular,No
3,Discrete Facts,Cuisine,Salads,806,a Mexican taco salad,Tostada,Singular,No
3,Vocab Refreshers,Cuisine,Salads,807,the dairy/cinnamon/rice dessert drink of taquerias,Horchata,Singular,No
3,Deep Cuts,Cuisine,Salads,808,the actual number of the Thousand Islands,1864,Singular,No
3,Pavlovs,Cuisine,Salads,809,the salad dressing named for a region of NY/the St. Lawrence River,Thousand Island Dressing,Singular,No
3,Vocab Refreshers,Cuisine,Salads,810,the salad dressing named for an actor,Newman's Own,Singular,No
3,Vocab Refreshers,Cuisine,Salads,811,the buttermilk-based salad dressing invented by a Nebraska plumber,Ranch,Singular,No
3,Vocab Refreshers,Cuisine,Salads,812,the eponymous steakhouse dressing with raspberry pecan and Vidalia onions,Ken's,Singular,No
3,Vocab Refreshers,Cuisine,Salads,813,the alliterative salad dressing from a SanFran hotel,Green goddess,Singular,No
3,Discrete Facts,Cuisine,Salads,814,the salad dressing given its color by Parsley and Chives,Green goddess,Singular,No
3,Pavlovs,Cuisine,Salads,815,the salad dressing named for a 1920s William Archer play,Green goddess,Singular,No
3,Vocab Refreshers,Cuisine,Salads,816,the opposite of 'tossed' when it comes to salads,composed,Singular,No
3,Discrete Facts,Cuisine,Salads,817,the plant used in Depression-era salads,dandelions,Singular,No
3,Discrete Facts,Cuisine,Salads,818,"the French meaning of ""crouton""",crust,Singular,No
3,Vocab Refreshers,Transportation,-,819,the kind of boat with wings or skiis that glides with most of its hull out of the water,hydrofoil,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,820,"the sushi roll with (imitation) crab, avocado, and cucumber",California roll,Singular,No
3,Discrete Facts,Nations of the World,Japan,821,the sushi roll whose creation is contested by Vancouver BC,California roll,Singular,No
3,Discrete Facts,Nations of the World,Japan,822,the 2 main ingredients in a Philadelphia roll,Salmon & Cream cheese,Plural,No
3,Discrete Facts,Nations of the World,Japan,823,the main protein in a Spider Roll,(soft-shell) crab,Singular,No
3,Discrete Facts,Nations of the World,Japan,824,the ingredient wrapped around a Caterpillar/Dragon Roll and Rainbow Roll,avocado,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,825,the typical Japanese soy soup,Miso,Singular,No
3,Discrete Facts,Nations of the World,Japan,826,the chunky ingredient in Miso,tofu,Singular,No
3,Discrete Facts,Nations of the World,Japan,827,the Japanese soup of fermented soy bean paste and green onions,miso,Singular,No
2,Discrete Facts,Nations of the World,Japan,828,the grain for Soba noodles,Buckwheat,Singular,No
2,Vocab Refreshers,Nations of the World,Japan,829,the Japanese buckwheat noodles,Soba,Singular,No
2,Vocab Refreshers,Nations of the World,Japan,830,the thick Japanese  wheat noodle,Udon,Singular,No
2,Discrete Facts,Nations of the World,Japan,831,the grain for Udon,wheat,Singular,No
5,Deep Cuts,Nations of the World,Japan,832,the very THIN Japanese wheat noodle,Somen,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,833,coating fish or veggies in batter and deep frying them Japanese style,Tempura,Singular,No
1,Discrete Facts,Nations of the World,Japan,834,the Japanese  style of steel plate grilling,Teppenyaki,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,835,the Japanese word for a fire bowl/brazier and style of cooking,Hibachi,Singular,No
4,Deep Cuts,Nations of the World,Japan,836,the instant noodles company,Nissin,Singular,No
4,Deep Cuts,Nations of the World,Japan,837,the inventor of instant noodles,Momofuku Ando,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,838,the Japanese gender-neutral honorific,"""San""",Singular,No
4,Deep Cuts,Nations of the World,Japan,839,the Japanese nape of the neck,Unaji,Singular,No
5,Deep Cuts,Nations of the World,Japan,840,the Japanese topknot,Chonmage,Singular,No
1,Discrete Facts,Nations of the World,Japan,841,"the Japanese  ""human-powered vehicle""",Rickshaw,Singular,No
3,Discrete Facts,Nations of the World,Japan,842,the Japanese  term for death by overwork,Karoshi,Singular,No
2,Discrete Facts,Nations of the World,Japan,843,the Japanese gendered term for breadwinner,Salaryman,Singular,No
3,Deep Cuts,Nations of the World,Japan,844,the traditional Japanese paper,Washi,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,845,the Japanese mafia,Yakuza,Singular,No
2,Vocab Refreshers,Nations of the World,Japan,846,the Japanese stock index (main one),Nikkei,Singular,No
2,Vocab Refreshers,Nations of the World,Japan,847,a martial arts uniform,Gi,Singular,No
2,Vocab Refreshers,Nations of the World,Japan,848,a Japanese belt/sash (for a Gi or otherwise),Obi,Singular,No
4,Deep Cuts,Nations of the World,Japan,849,the knot with which a Japanese Obi is tied,Musubi,Singular,No
3,Discrete Facts,Nations of the World,Japan,850,the type of knot that forms a lasso,Honda (really),Singular,No
1,Vocab Refreshers,Nations of the World,Japan,851,a Japanese robe,Kimono,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,852,Japanese paper folding art,Origami,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,853,origami with cutting,Kirigami,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,854,Japanese flower arranging,Ikebana,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,855,tree miniaturization,Bonsai,Singular,No
3,Deep Cuts,Nations of the World,Japan,856,the Japanese tea ceremony,Chado,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,857,the Japanese  gold-joinery for repairing things,Kintsugi,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,858,the 2 main Japanese swords,Katana & Wakizashi,Plural,No
2,Discrete Facts,Nations of the World,Japan,859,the Japanese custom elevated to an art form by Sen No Rikyu,the Tea Ceremony (Chado),Singular,No
5,Deep Cuts,Nations of the World,Japan,860,the Japanese bow (and arrow),Yumi,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,861,"the Japanese high speed rail meaning ""new trunk line""",Shinkansen,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,862,1st-gen Japanese immigrants,Issei,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,863,2nd-gen Japanese immigrants,Nissei,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,864,3rd-gen Japanese immigrants,Sansei,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,865,"the wrestling est 23 B.C. named for ""mutual strike""",Sumo,Singular,No
5,Vocab Refreshers,Nations of the World,Japan,866,the 15-ft circle for a Sumo match,Dohyo,Singular,No
3,Deep Cuts,Nations of the World,Japan,867,the stadium for Sumo,Kokugikan,Singular,No
3,Discrete Facts,Nations of the World,Japan,868,the sport where it's purified by burying objects including squid in the center,Sumo,Singular,No
3,Discrete Facts,Nations of the World,Japan,869,the substance sprinkled to purify a Sumo space,salt,Singular,No
5,Discrete Facts,Nations of the World,Japan,870,the governing body of Sumo,ISF,Singular,No
5,Deep Cuts,Nations of the World,Japan,871,the forbidden acts (punching and choking) in Sumo,"Kinjite ""forbidden hand""",Singular,No
1,Vocab Refreshers,Nations of the World,Japan,872,the Japanese indigenous religion,Shinto,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,873,a Sumo champ,Yokozuna,Singular,No
3,Deep Cuts,Nations of the World,Japan,874,the 1st Sumo Yokozuna,Akashi Shiganosuke in the 1600's,Singular,No
3,Deep Cuts,Nations of the World,Japan,875,the 1st non-Japanese  Yokozuna in Sumo,"Chad Rowan aka ""Akebono"" of Hawaii (USA) in 1993",Singular,No
3,Deep Cuts,Nations of the World,Japan,876,someone halfway to being Yokozuna in Sumo,Juryo,Singular,No
3,Deep Cuts,Nations of the World,Japan,877,a grand Sumo tournament,Basho,Singular,No
3,Deep Cuts,Nations of the World,Japan,878,the number of Bashos in Sumo each year,6,Singular,No
2,Vocab Refreshers,Nations of the World,Japan,879,the Sumo garment,Mawashi,Singular,No
3,Discrete Facts,Nations of the World,Japan,880,the typical material for a Sumo Mawashi,SILK,Singular,No
5,Deep Cuts,Nations of the World,Japan,881,the object symbolically carried by a Sumo ref,a knife called Tanto,Singular,No
5,Deep Cuts,Nations of the World,Japan,882,the communal stable for Sumo wrestlers,Heya,Singular,No
5,Deep Cuts,Nations of the World,Japan,883,"the ""sixth sense"" of awareness cultivated by Sumo wrestlers",Sumokan,Singular,No
3,Discrete Facts,Nations of the World,Japan,884,the sport whose athletes are Rikishi (or other names),Sumo,Singular,No
3,Discrete Facts,Nations of the World,Japan,885,"Japanese ""river""",Kawa,Singular,No
3,Discrete Facts,Nations of the World,Japan,886,the tree leaf resembled by Sumo wrestler's hair,Ginkgo,Singular,No
3,Discrete Facts,Nations of the World,Japan,887,Japanese for mountain,Yama,Singular,No
3,Deep Cuts,Nations of the World,Japan,888,the preliminary glaring and thigh-slapping in Sumo,Niramiai,Singular,No
1,Discrete Facts,Nations of the World,Japan,889,the G&S Japanese operatta,The Mikado 1885,Singular,No
3,Discrete Facts,Nations of the World,Japan,890,the American who spent 1915-22 in Japan,F L Wright,Singular,Yes
3,Discrete Facts,Nations of the World,Japan,891,the US War Sec who honeymooned in Kyoto famously,Henry Stimson,Singular,Yes
3,Discrete Facts,Nations of the World,Japan,892,the city where US War Sec Stimson honeymooned,Kyoto,Singular,No
1,Vocab Refreshers,Nations of the World,Japan,893,the American who flew over Tokyo,Jimmy Doolittle,Singular,Yes
3,Discrete Facts,Nations of the World,Japan,894,the 2 countries who haven't signed a WWII peace treaty,Russia & Japan,Plural,No
3,Vocab Refreshers,Nations of the World,Japan,895,"the ""bone of contention"" islands between Russia & Japan",Kuril Islands,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,896,the man nicknamed by his own people El Chinito,Alberto Fujimori,Singular,Yes
3,Discrete Facts,Nations of the World,Japan,897,the site of a friendship bell cast in Japan in 1996,Oak Ridge TN,Singular,No
3,Discrete Facts,Nations of the World,Japan,898,the b-ball GOAT named after meat,Kobe Bean Bryant,Singular,Yes
3,Pavlovs,Nations of the World,Japan,899,the rich island country and populous monarchy,Japan,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,900,the other word for ninja,Shinobi,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,901,the ninja throwing stars,Shuriken,Singular,No
3,Discrete Facts,Nations of the World,Japan,902,the last year Fuji erupted,1707-08,Singular,No
3,Discrete Facts,Nations of the World,Japan,903,the volcano that last erupted in 1707/08,Fuji,Singular,No
3,Discrete Facts,Nations of the World,Japan,904,the December 1703 incident in Japan,the revenge of the 47 Ronin,Singular,No
3,Discrete Facts,Nations of the World,Japan,905,the 2 POTUS who had served as (Senate confirmed) War Sec,Monroe & Taft,Plural,Yes
4,Discrete Facts,Nations of the World,Japan,906,the longest-serving War-Sec,Henry Dearborn (Jefferson's),Singular,Yes
4,Discrete Facts,Nations of the World,Japan,907,the last War-Sec,Kenneth Royall,Singular,Yes
2,Discrete Facts,Nations of the World,Japan,908,Franklin Pierce's War-Sec,Jefferson Davis,Singular,Yes
3,Vocab Refreshers,Nations of the World,Japan,909,Jefferson Davis's birthplace,Fairview KY,Singular,No
3,Vocab Refreshers,Nations of the World,Japan,910,the only First Lady of the Confederacy,Varina Davis (nee Howell),Singular,Yes
2,Vocab Refreshers,Nations of the World,Japan,911,the postwar home of Jefferson Davis,Beauvoir (in Biloxi MS),Singular,No
3,Vocab Refreshers,Music,,912,the Nigerian musician and political activist (1938-97),Fela Kuti,Singular,Yes
2,Vocab Refreshers,Music,,913,the English music producer who's collabed with U2 and been a RARHOF Inductee as a part of Roxy Music,Brian Eno,Singular,Yes
2,Vocab Refreshers,Music,,914,the Norwegian singer-songwriter queer icon b. 1999,"Marie Ringheim known as ""girl in red""",Singular,No
3,Vocab Refreshers,Alcohol,,915,the French liqueur based on star (not green!) anise and not containing wormwood,Pastis,Singular,No
3,Vocab Refreshers,Alcohol,,916,"the Italian liqueur based on anise but named after Latin for ""elderberry"" that can be red white or black",Sambuca,Singular,No
4,Vocab Refreshers,Alcohol,,917,the Turkish drink flavored with grape pomace and anise,Raki,Singular,No
3,Vocab Refreshers,Food,,918,the term for solid remains from grapes olives or similar fruit after pressing for juice (or oil),Pomace AKA Marc,Singular,No
2,Vocab Refreshers,Politics,,919,the Brett Kavanaugh accuser,Christine Blasey Ford,Singular,Yes
4,Discrete Facts,Politics,,920,Christine Blasey Ford's famous niece,Bridgit Mendler,Singular,Yes
4,Vocab Refreshers,Religion,,921,the Nation of Islam's paramilitary wing,Fruit of Islam,Singular,No
5,Vocab Refreshers,Religion,,922,the Fruit of Islam's female counterpart,Muslim Girls Training (MGT),Singular,No
2,Vocab Refreshers,Americana,,923,the Black Chicago newspaper,the Chicago Defender (est. 1905),Singular,No
3,Vocab Refreshers,Americana,,924,the back-to-school Black parade in Chicago named for a character,Bud Billiken Parade,Singular,No
4,Vocab Refreshers,Miscellany,,925,the moniker of the British man born Denis Charles Pratt who moved to NYC and was big in the AIDS movement,"""Quentin Crisp""",Singular,No
4,Vocab Refreshers,Miscellany,,926,Quentin Crisp's notable autobiography later a John Hurt film,The Naked Civil Servant,Singular,No
,Factoid,,,927,the island country that was the last in North America to confirm their first COVID case,Saint Kitts & Nevis,Singular,No
,Factoid,,,928,"the term for including an audio clip backwards in a song, usually a hidden message like ""Brezhnev's got Herpes"" in Def Leppard's ""Rock of Ages""",Backmasking,Singular,No
,Factoid,,,929,the term for Viking boats,Longship,Singular,No
,Factoid,,,930,"the 1959 novel that coined the term ""counterculture""",On the Road,Singular,No
,Factoid,,,931,the new-ish way to implant a hearing aid,BAHA: Bone-Anchored Hearing Aid,Singular,No
,Factoid,,,932,the TV show set in the fictional Camden in Camden County (2005-09),My Name is Earl,Singular,No
,Factoid,,,933,"the last name of Earl in ""My Name is Earl""",Hickey,Singular,No
,Factoid,,,934,the 2002-19 NBC late show hosted by an ex-MTV guy,Last Call with Carson Daly (2000 episodes even),Singular,No
,Factoid,,,935,the real name of Boris Karloff (1887-1969),William Pratt,Singular,No
,Factoid,,,936,the stage name of William Pratt (1887-1969),Boris Karloff,Singular,No
,Factoid,,,937,"the language that ""corundum"" (the mineral) is from",Tamil (really),Singular,No
,Factoid,,,938,the second-hardest thing on the Mohs scale after diamond,Corundum (AlO2; the sapphire/ruby substance),Singular,No
,Factoid,,,939,"the mammal whose scientific name contains ""troglodytes""",Chimpanzee (based on ID-ing them as the cave-dwellers),Singular,No
,Factoid,,,940,"the etymological ""cave-dwelling"" people from Ancient Greek lit","""Troglodytes""",Singular,No
,Factoid,,,941,the Islamic name for the Devil,Iblis,Singular,No
,Factoid,,,942,the woman famously given an honorary doctorate from Harvard in 1955,Helen Keller,Singular,Yes
,Factoid,,,943,the first woman honored by having her ashes interred at DC's National Cathedral,Anne Sullivan (the miracle worker),Singular,Yes
,Factoid,,,944,"the 2023 drama with the titular character Patricia ""Trish"" Weir",Miranda's Victim (about Ernesto Miranda of the '66 SCOTUS warning),Singular,No
,Factoid,,,945,the guy cast as the Predator until he got frustrated with production and jumped ship,JCVD,Singular,Yes
,Factoid,,,946,"the creature designer behind Alien, Predator, Terminator, …",Stan Winston,Singular,Yes
,Factoid,,,947,the random director who was in the right place to suggest giving Predator mandibles,James Cameron,Singular,Yes
,Factoid,,,948,the Sicilian Italian Ice,Granita,Singular,No
,Factoid,,,949,the device used for foot size measuring,Brannock Device,Singular,No
,Factoid,,,950,the animal that gives birth to 4 genetically identical pups with each birth,Armadillo,Singular,No
,Factoid,,,951,"the recent and wildly popular VR video game featuring ""monkes""",Gorilla Tag,Singular,No
,Factoid,,,952,the LA session musicians group behind hundreds of Top 40 hits in the 60s and 70s,The Wrecking Crew,Singular,No
,Factoid,,,953,the instrument played by Zelda,the lute/harp,Singular,No
,Factoid,,,954,the band behind Le Freak,Chic,Singular,No
,Factoid,,,955,the Spanish word for witch,Bruja,Singular,No
,Factoid,,,956,the song that much later got famous covers by Mary J Blige and Celine Dion,Natural Woman (written by Carole King for Aretha Franklin),Singular,No
,Factoid,,,957,the Lex Luthor to Christopher Reeve,Gene Hackman,Singular,Yes
,Factoid,,,958,the Lex Luthor to B. Routh,Kevin Spacey (Superman Returns),Singular,Yes
,Factoid,,,959,the Lex Luthor to Henry Cavill,Jesse Eisenberg (BVS),Singular,Yes
,Factoid,,,960,the Lex Luthor to Tom Welling,Michael Rosenbaum (Smallville),Singular,Yes
,Factoid,,,961,the Lex Luthor to Dean Cain,John Shea (Lois & Clark),Singular,Yes
,Factoid,,,962,the 3 South American nations on the Equator,Brazil Colombia and Ecuador,,
,Factoid,,,963,the name for the bit of earth where 0 Lat and Long intersect,"Null ""Island"" (no land there)",,
,Factoid,,,964,"the thing equalized etymologically by the term ""Equator""",Day and Night (not land masses),,
,Factoid,,,965,the 7 African nations (one island) the Equator is on,"Both Congos, Gabon, Sao Tome & Principe, Uganda, Kenya, & Somalia",,
,Factoid,,,966,the 3 nations whose territorial waters the Equator passes over,"USA, Kiribati, and Maldives",,
,Factoid,,,967,the 3 Northern Hemisphere nations with some land south of the Equator but no direct contact,"UK, Norway, and Equatorial Guinea",,
,Factoid,,,968,the biggest freshwater body of water the Equator is on,Lake Victoria in Africa (Uganda),,
,Factoid,,,969,the first name that Joaquin Phoenix briefly adoped,Leaf,,
,Factoid,,,970,the tiny South Pacific atoll that changed hands between Hawaii/USA and the Solomons,Sikaiana aka The Stewart Islands,,
,Factoid,,,971,the US minor outlying island that is a totally dry atoll,Jarvis Island,,
,Factoid,,,972,the US minor outlying island that is south of the Equator,Jarvis Island,,
,Factoid,,,973,the narrator of Mel Brooks' History of the World Part I,Orson Welles,,
,Factoid,,,974,the three historical figures portrayed by Mel Brooks in History of the World Part I,"Moses, Torquemada, Louis VXI",,
,Factoid,,,975,the voice of God in History of the World Part I,Carl Reiner,,
,Factoid,,,976,the tallest freestanding structure south of the Equator,Autograph Tower (Thamrin Nine) in Jakarta,,
,Factoid,,,977,the London home of the Duke of Wellington,Apsley House,,
,Factoid,,,978,the first US woman admitted to the legal profession,Arabella Mansfield (1869),,
,Factoid,Nations of the World,Serbia,979,the only former Yugoslav nation not bordered by Serbia,Slovenia,Singular,No
,Factoid,Nations of the World,Serbia,980,the northernmost region of Serbia,Vojvodina,Singular,No
,Factoid,Nations of the World,Serbia,981,the flat part of Serbia in the north,Pannonian Basin/Plain,Singular,No
,Factoid,Nations of the World,Serbia,982,the nation where Midzor is the tallest point in its undisputed part,Serbia,Singular,No
,Factoid,Nations of the World,Serbia,983,Serbia's huge cave system and tourist attraction,Resava Caves,Singular,No
,Factoid,Nations of the World,Serbia,984,the diabolically named place in Serbia where there's hundreds of earthen towers,Devil's Town,Singular,No
,Factoid,Nations of the World,Serbia,985,the manmade lakes/hydroelectric dam on the Danube on the Romanian border,Iron Gates,Singular,No
,Factoid,Nations of the World,Serbia,986,Serbia's longest river,Danube,Singular,No
,Factoid,Nations of the World,Serbia,987,Serbia's longest internal river,Morava,Singular,No
,Factoid,Nations of the World,Serbia,988,the Danube's high-volume tributary at Belgrade,Sava,Singular,No
,Factoid,Nations of the World,Serbia,989,the capital of Serbia,Belgrade,Singular,No
,Factoid,Nations of the World,Serbia,990,Belgrade the capital of,Serbia,Singular,No
,Factoid,Nations of the World,Serbia,991,the country with internet domain .rs,Republic--Serbian,Singular,No
,Factoid,Nations of the World,Serbia,992,the Serbian religion,Orthodox Christianity,Singular,No
,Factoid,Nations of the World,Serbia,993,the 2 Catholic former Yugoslav countries,Croatia & Slovenia,Plural,No
,Factoid,Nations of the World,Serbia,994,the 2 former Yugoslav countries in the EU,Croatia & Slovenia,Plural,No
,Factoid,Nations of the World,Serbia,995,"the meaning of ""Belgrade""",white city,Singular,No
,Factoid,Nations of the World,Serbia,996,the current world city on the site of the ancient settlement Singidunum,Belgrade,Singular,No
,Factoid,Nations of the World,Serbia,997,the ancient settlement where what's now Belgrade is,Singidunum,Singular,No
,Factoid,Nations of the World,Serbia,998,the location of Nikola Tesla airport,Belgrade Serbia BEG,Singular,No
,Factoid,Nations of the World,Serbia,999,the country whose busiest airport is named after Tesla,Serbia,Singular,No
,Factoid,Nations of the World,Serbia,1000,the wildly popular Balkan drink with its own museum in Belgrade,Rakija,Singular,No
,Factoid,Nations of the World,Serbia,1001,the rough population of Belgrade,1.2 mill,Singular,No
,Factoid,Nations of the World,Serbia,1002,the rough pop of Serbia,6.6 mill,Singular,No
,Factoid,Nations of the World,Serbia,1003,the main Orthodox landmark in Belgrade,St. Sava Church,Singular,No
,Factoid,Nations of the World,Serbia,1004,the world capital with a famous St. Mark's,Belgrade Serbia,Singular,No
,Factoid,Nations of the World,Serbia,1005,the world capital with Barjak Mosque built by Turks,Belgrade,Singular,No
,Factoid,Nations of the World,Serbia,1006,the Serbian Eiffel Tower,Avala Tower,Singular,No
,Factoid,Nations of the World,Serbia,1007,the world capital with an 1896 tower celebrating a millennium of Hungarian presence,Belgrade Serbia (Gardos/Millennium Tower),Singular,No
,Factoid,Nations of the World,Serbia,1008,the seat of the Serbian president,Novi Dor,Singular,No
,Factoid,Nations of the World,Serbia,1009,Serbia's 2nd City,Novi Sad (new city),Singular,No
,Factoid,Nations of the World,Serbia,1010,the largest city on the Danube that isn't a world capital,Novi Sad--Serbia,Singular,No
,Factoid,Nations of the World,Serbia,1011,Serbia's 3rd city,Nish,Singular,No
,Factoid,Nations of the World,Serbia,1012,the big attraction in Nish Serbia,the Skull Tower of Nish,Singular,No
,Factoid,Nations of the World,Serbia,1013,the Serbian currency,Serbian Dinar,Singular,No
,Factoid,Nations of the World,Serbia,1014,the now-world capital Attila the Hun ravaged in 441,Belgrade,Singular,No
,Factoid,Nations of the World,Serbia,1015,the French leader who trashed Belgrade et al. on the First Crusade,Peter the Hermit,Singular,Yes
,Factoid,Nations of the World,Serbia,1016,the year Belgrade was besieged bc the Turks were feeling newly expansionist,1456,Singular,No
,Factoid,Nations of the World,Serbia,1017,the Empire Serbia got recognized Independence from in 1878,Ottoman,Singular,No
,Factoid,Nations of the World,Serbia,1018,the Ottoman leader who besieged & took Belgrade in 1521,Suleiman,Singular,Yes
,Factoid,Nations of the World,Serbia,1019,the 1885 war that Shaw used as a setting,Serbo-Bulgarian,Singular,No
,Factoid,Nations of the World,Serbia,1020,the 1906-08 customs dispute in the Balkans,"the ""Pig War"" where Austria blockaded Serbian pork",Singular,No
,Factoid,Nations of the World,Serbia,1021,the members of the Balkan League 1912?,Serbia Montenegro Bulgaria and Greece,Plural,No
,Factoid,Nations of the World,Serbia,1022,the city that Franz Ferdinand was shot in ,Sarajevo,Singular,No
,Factoid,Nations of the World,Serbia,1023,the year Yugoslavia broke up,1992,Singular,No
,Factoid,Nations of the World,Serbia,1024,the nation of the JNA,Yugoslavia,Singular,No
,Factoid,Nations of the World,Serbia,1025,the 1994 Bosnian-Croatian ceasefire ,The Washington Agreement,Singular,No
,Factoid,Nations of the World,Serbia,1026,the 1995 agreement between Serbia Croatia and Bosnia,The Dayton Accords,Singular,No
,Factoid,Nations of the World,Serbia,1027,the first European thing legally called a genocide since Hitler,the Srebrenica Massacre in Bosnia in July 1995,Singular,No
,Factoid,Nations of the World,Serbia,1028,the leader of the Srebrenica ethnic cleansing,Ratko Mladic,Singular,Yes
,Factoid,Nations of the World,Serbia,1029,the 1999 Embassy accidentally bombed by NATO,China's in Belgrade,Singular,No
,Factoid,Nations of the World,Serbia,1030,the Bulldozer Revolution ,the 2000 one in Belgrade,Singular,No
,Factoid,Nations of the World,Serbia,1031,the year Montenegro split from Serbia,2006,Singular,No
,Factoid,Nations of the World,Serbia,1032,the man credited with founding Serbia c. 780 AD,Viseslav of Serbia,Singular,Yes
,Factoid,Nations of the World,Serbia,1033,the tall Serb leader of the 1300's,Dushan the Mighty,Singular,Yes
,Factoid,Nations of the World,Serbia,1034,the Kingdom of Yugoslavia's house,Karadjordjevic,Singular,No
,Factoid,Nations of the World,Serbia,1035,the three kings of Yugoslavia,Peter I Alexander I & Peter II,Plural,Yes
,Factoid,Nations of the World,Serbia,1036,the man Serbia recruited to lead their men in WWI who was briefly arrested by the Austrians,Radomir Putnik 1847-1917,Singular,Yes
,Factoid,Nations of the World,Serbia,1037,the military rank of Tito,Marshal,Singular,No
,Factoid,Nations of the World,Serbia,1038,the Yugoslav dictator r. 1943-80,"Tito ""Josip Broz""",Singular,Yes
,Factoid,Nations of the World,Serbia,1039,Tito's parents,Croat Father & Slovene Mother,Plural,No
,Factoid,Nations of the World,Serbia,1040,the city where Tito died,Ljubljana,Singular,No
,Factoid,Nations of the World,Serbia,1041,the city where Tito has a Mausoleum,Belgrade,Singular,No
